node_id,initial_energy,remaining_energy,lifetime
0,100,8.88172,300
1,100,0,291.322
2,100,0.131133,300
3,100,1.93794,300
4,100,0,287.245
5,100,0,285.811
6,100,0,294.86
7,100,1.86415,300
8,100,2.10854,300
9,100,2.6261,300
10,100,2.72868,300
11,100,0,284.145
12,100,8.98155,300
13,100,9.16462,300
14,100,9.63107,300
15,100,9.65371,300
16,100,0,285.547
17,100,8.97359,300
18,100,9.16315,300
19,100,9.18737,300
20,100,9.84547,300
21,100,9.19128,300
22,100,9.62066,300
23,100,9.65869,300
24,100,9.84756,300
