node_id,initial_energy,remaining_energy,lifetime
0,100,8.95899,300
1,100,0.143394,300
2,100,9.29417,300
3,100,9.19199,300
4,100,9.85915,300
5,100,0,298.615
6,100,0,283.125
7,100,0,288.761
8,100,5.54384,300
9,100,9.67552,300
10,100,5.03918,300
11,100,3.172,300
12,100,0,281.335
13,100,5.53132,300
14,100,9.64154,300
15,100,9.16912,300
16,100,8.69245,300
17,100,7.98458,300
18,100,5.61019,300
19,100,9.18387,300
20,100,9.85561,300
21,100,9.72868,300
22,100,8.563,300
23,100,5.19231,300
24,100,9.79575,300
