node_id,initial_energy,remaining_energy,lifetime
0,100,9.11274,300
1,100,0,282.949
2,100,8.96015,300
3,100,9.73874,300
4,100,9.84753,300
5,100,4.93509,300
6,100,5.46312,300
7,100,8.05503,300
8,100,8.61188,300
9,100,9.16352,300
10,100,8.19376,300
11,100,7.11314,300
12,100,8.61151,300
13,100,8.79782,300
14,100,9.21006,300
15,100,9.65645,300
16,100,8.53467,300
17,100,9.15394,300
18,100,9.14628,300
19,100,9.40012,300
20,100,9.86036,300
21,100,9.18161,300
22,100,9.55152,300
23,100,9.18303,300
24,100,9.85879,300
