node_id,initial_energy,remaining_energy,lifetime
0,100,8.55146,300
1,100,0.0486656,300
2,100,4.45068,300
3,100,4.1505,300
4,100,9.86934,300
5,100,0,276.822
6,100,2.85683,300
7,100,0,297.168
8,100,0,290.5
9,100,9.19081,300
10,100,9.49796,300
11,100,8.73636,300
12,100,5.08603,300
13,100,0,291.45
14,100,9.63258,300
15,100,9.1713,300
16,100,9.12838,300
17,100,9.04074,300
18,100,0,294.257
19,100,9.68872,300
20,100,9.85982,300
21,100,9.66393,300
22,100,9.59466,300
23,100,9.19144,300
24,100,9.86438,300
