node_id,initial_energy,remaining_energy,lifetime
0,100,7.39633,300
1,100,0,228.155
2,100,2.39242,300
3,100,0.236111,300
4,100,9.74892,300
5,100,0,221.429
6,100,0,249.761
7,100,0,299.442
8,100,6.27653,300
9,100,9.11125,300
10,100,0,228.96
11,100,1.48914,300
12,100,5.84272,300
13,100,9.00109,300
14,100,9.4367,300
15,100,0,268.964
16,100,8.7294,300
17,100,9.17494,300
18,100,9.0068,300
19,100,9.20414,300
20,100,0.372711,300
21,100,8.96099,300
22,100,9.64526,300
23,100,9.58588,300
24,100,9.84159,300
