node_id,lifetime
0,323.0545
1,227.5833
2,273.6456
3,293.1939
4,309.6641
5,222.248
6,247.3997
7,273.2718
8,294.9
9,316.7825
10,249.0827
11,267.1286
12,282.3133
13,290.8894
14,317.1957
15,291.0397
16,288.4899
17,293.5375
18,293.2841
19,308.877
20,306.1164
21,323.9639
22,307.0964
23,310.7579
24,318.9806
