node_id,lifetime
0,330.6148
1,317.1602
2,327.3019
3,331.6477
4,332.8301
5,297.3256
6,316.2482
7,320.9997
8,325.7346
9,331.2718
10,312.7853
11,311.4251
12,316.7521
13,325.9727
14,331.9621
15,327.0017
16,320.9648
17,321.1884
18,330.5787
19,331.1229
20,332.8414
21,331.1114
22,322.8281
23,331.7582
24,332.8402
