node_id,lifetime
0,300.0
1,236.6613
2,273.2353
3,286.944
4,296.1377
5,228.0402
6,252.6827
7,270.3096
8,286.2657
9,297.247
10,249.4915
11,262.5141
12,269.6299
13,278.7085
14,294.9904
15,287.2689
16,283.0386
17,285.4479
18,283.4844
19,295.443
20,295.4151
21,298.7449
22,293.4352
23,297.6688
24,298.8505
