total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
11847020.8,483500.5,22736.9,0.3881075,4.156773,0.010336346,266.4,2500.0,0.0,274.9144
