node_id,initial_energy,remaining_energy,lifetime
0,100,9.14735,300
1,100,0,282.949
2,100,8.45693,300
3,100,9.73874,300
4,100,9.84753,300
5,100,4.67962,300
6,100,4.82758,300
7,100,7.87955,300
8,100,9.16296,300
9,100,9.16688,300
10,100,8.45748,300
11,100,6.69256,300
12,100,8.88983,300
13,100,9.1546,300
14,100,9.59625,300
15,100,9.65645,300
16,100,7.86938,300
17,100,9.15394,300
18,100,9.14628,300
19,100,9.66824,300
20,100,9.86036,300
21,100,9.18161,300
22,100,9.55152,300
23,100,9.18303,300
24,100,9.85879,300
