node_id,initial_energy,remaining_energy,lifetime
0,100,9.83163,300
1,100,9.59931,300
2,100,9.72028,300
3,100,9.71719,300
4,100,9.87316,300
5,100,8.91954,300
6,100,8.15408,300
7,100,6.10549,300
8,100,9.17263,300
9,100,9.1915,300
10,100,9.39883,300
11,100,9.02352,300
12,100,6.80716,300
13,100,9.14732,300
14,100,9.6463,300
15,100,9.1756,300
16,100,9.07339,300
17,100,8.73833,300
18,100,9.14236,300
19,100,9.6688,300
20,100,9.85775,300
21,100,9.6587,300
22,100,9.25787,300
23,100,9.18328,300
24,100,9.85538,300
