node_id,initial_energy,remaining_energy
0,10000,11592.2
1,10000,11592.2
2,10000,11592.2
3,10000,11592.2
4,10000,11592.2
5,10000,11592.2
6,10000,11592.2
7,10000,11592.2
8,10000,11592.2
9,10000,11592.2
10,10000,11592.2
11,10000,11592.2
12,10000,11592.2
13,10000,11592.2
14,10000,11592.2
15,10000,11592.2
16,10000,11592.2
17,10000,11592.2
18,10000,11592.2
19,10000,11592.2
20,10000,11592.2
21,10000,11592.2
22,10000,11592.2
23,10000,11592.2
24,10000,11592.2
