node_id,lifetime
0,327.5152
1,281.212
2,303.1347
3,313.2334
4,323.7339
5,261.5983
6,295.5308
7,308.8748
8,311.1765
9,326.9015
10,291.0582
11,285.9144
12,302.2475
13,307.3445
14,327.4664
15,319.1587
16,307.2188
17,307.3111
18,307.5184
19,317.9939
20,328.7768
21,326.8768
22,318.3138
23,322.2665
24,323.7912
