node_id,initial_energy,remaining_energy,lifetime
0,100,7.64435,300
1,100,0,244.09
2,100,9.64618,300
3,100,9.61224,300
4,100,9.83669,300
5,100,0,224.913
6,100,0,245.144
7,100,0.126065,300
8,100,9.16429,300
9,100,9.18999,300
10,100,0,235.681
11,100,0,298.269
12,100,7.15341,300
13,100,9.17759,300
14,100,9.51527,300
15,100,0,276.428
16,100,9.06217,300
17,100,9.17984,300
18,100,9.19342,300
19,100,9.20116,300
20,100,1.73913,300
21,100,9.11511,300
22,100,9.64838,300
23,100,9.67388,300
24,100,9.85961,300
