node_id,initial_energy,remaining_energy
0,10000,11614.7
1,10000,11614.7
2,10000,11614.7
3,10000,11614.7
4,10000,11614.7
5,10000,11614.7
6,10000,11614.7
7,10000,11614.7
8,10000,11614.7
9,10000,11614.7
10,10000,11614.7
11,10000,11614.7
12,10000,11614.7
13,10000,11614.7
14,10000,11614.7
15,10000,11614.7
16,10000,11614.7
17,10000,11614.7
18,10000,11614.7
19,10000,11614.7
20,10000,11614.7
21,10000,11614.7
22,10000,11614.7
23,10000,11614.7
24,10000,11614.7
