total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
6855551.2,236712.5,13123.9,0.4135725,4.21051,0.010625798,188.6,2500.0,0.0,294.276
