node_id,lifetime
0,321.967
1,201.2643
2,247.7912
3,279.752
4,310.3452
5,205.1482
6,212.5694
7,236.0006
8,256.9311
9,309.1889
10,237.2383
11,269.1427
12,278.8521
13,273.6155
14,305.8489
15,275.7474
16,299.7848
17,299.8031
18,304.3964
19,315.2294
20,301.8384
21,316.4845
22,314.2657
23,323.1243
24,325.982
