node_id,initial_energy,remaining_energy,lifetime
0,100,8.71971,300
1,100,0,274.721
2,100,9.07606,300
3,100,9.12039,300
4,100,8.49838,300
5,100,0,267.058
6,100,0,294.798
7,100,3.17375,300
8,100,8.44524,300
9,100,7.81503,300
10,100,8.04201,300
11,100,7.17736,300
12,100,6.83432,300
13,100,8.67108,300
14,100,9.32162,300
15,100,9.7366,300
16,100,9.14681,300
17,100,9.10356,300
18,100,8.74172,300
19,100,8.98886,300
20,100,9.84948,300
21,100,9.16425,300
22,100,9.57691,300
23,100,9.64458,300
24,100,9.68519,300
