node_id,initial_energy,remaining_energy,lifetime
0,100,7.4544,300
1,100,0,228.871
2,100,2.1944,300
3,100,0.154243,300
4,100,9.52839,300
5,100,0,222.25
6,100,0,257.822
7,100,1.65396,300
8,100,6.61592,300
9,100,9.09934,300
10,100,0,228.86
11,100,2.07806,300
12,100,6.0116,300
13,100,9.00778,300
14,100,9.44456,300
15,100,0,269.264
16,100,8.85091,300
17,100,9.18721,300
18,100,9.02045,300
19,100,9.21767,300
20,100,0.400624,300
21,100,8.99723,300
22,100,9.64999,300
23,100,9.5961,300
24,100,9.85396,300
