node_id,initial_energy,remaining_energy,lifetime
0,100,7.51692,300
1,100,0,246.143
2,100,9.39174,300
3,100,9.63012,300
4,100,9.81675,300
5,100,0,228.785
6,100,0,245.194
7,100,0.312401,300
8,100,9.17001,300
9,100,9.19579,300
10,100,0,237.534
11,100,0,294.959
12,100,7.84159,300
13,100,9.17271,300
14,100,9.51286,300
15,100,0,277.108
16,100,8.79834,300
17,100,9.18816,300
18,100,9.18737,300
19,100,9.19592,300
20,100,1.698,300
21,100,9.05135,300
22,100,9.65215,300
23,100,9.69273,300
24,100,9.86088,300
