node_id,initial_energy,remaining_energy,lifetime
0,100,7.45269,300
1,100,0,234.004
2,100,6.24529,300
3,100,4.68339,300
4,100,8.75737,300
5,100,0,222.998
6,100,0,245.065
7,100,0.235134,300
8,100,7.67463,300
9,100,8.51264,300
10,100,0,234.494
11,100,1.00398,300
12,100,7.54244,300
13,100,9.1748,300
14,100,9.53597,300
15,100,0,275.049
16,100,9.00059,300
17,100,9.16648,300
18,100,9.18042,300
19,100,9.20502,300
20,100,1.52878,300
21,100,9.07366,300
22,100,9.6404,300
23,100,9.66919,300
24,100,9.84914,300
