total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
4495104,119869,8694,0.791371,3.66667,0.00989731,61,2500,81.6177,289.115
