total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
3710498.4,98946.65,7173.0,0.6529219,4.216666,0.010591898,51.8,2500.0,115.27817,289.648
