node_id,initial_energy,remaining_energy,lifetime
0,100,7.39352,300
1,100,0,228.155
2,100,2.01279,300
3,100,0,297.156
4,100,9.52281,300
5,100,0,221.27
6,100,0,254.201
7,100,2.63264,300
8,100,5.76229,300
9,100,9.11144,300
10,100,0,229.46
11,100,2.36938,300
12,100,7.82206,300
13,100,9.01068,300
14,100,9.44409,300
15,100,0,269.764
16,100,8.77014,300
17,100,9.17991,300
18,100,9.01346,300
19,100,9.20682,300
20,100,0.488962,300
21,100,8.95318,300
22,100,9.64225,300
23,100,9.58916,300
24,100,9.84683,300
