node_id,initial_energy,remaining_energy,lifetime
0,100,9.20942,300
1,100,0,284.617
2,100,0,285.72
3,100,0,285.793
4,100,0,287.507
5,100,9.07987,300
6,100,8.49147,300
7,100,8.04156,300
8,100,8.36998,300
9,100,8.7336,300
10,100,9.62101,300
11,100,9.11463,300
12,100,8.85364,300
13,100,9.13276,300
14,100,9.27716,300
15,100,9.65684,300
16,100,9.16792,300
17,100,9.16633,300
18,100,9.14508,300
19,100,8.94406,300
20,100,9.86487,300
21,100,9.18968,300
22,100,9.60303,300
23,100,9.65667,300
24,100,9.65646,300
