node_id,initial_energy,remaining_energy,lifetime
0,100,9.14005,300
1,100,5.64711,300
2,100,9.43856,300
3,100,9.47023,300
4,100,9.64697,300
5,100,0,282.795
6,100,5.70745,300
7,100,8.94502,300
8,100,8.94141,300
9,100,8.95265,300
10,100,8.67669,300
11,100,8.09784,300
12,100,8.95028,300
13,100,8.9395,300
14,100,9.30788,300
15,100,9.72625,300
16,100,9.16492,300
17,100,8.93437,300
18,100,8.96233,300
19,100,8.97572,300
20,100,9.853,300
21,100,9.18818,300
22,100,9.43757,300
23,100,9.68288,300
24,100,9.67034,300
