node_id,initial_energy,remaining_energy,lifetime
0,100,8.80045,300
1,100,0,289.85
2,100,0,292.443
3,100,0,293.946
4,100,0,295.795
5,100,0,288.802
6,100,3.51699,300
7,100,7.12442,300
8,100,7.86673,300
9,100,8.38243,300
10,100,2.05409,300
11,100,3.44903,300
12,100,7.83269,300
13,100,8.38503,300
14,100,8.92135,300
15,100,0.672466,300
16,100,3.87247,300
17,100,8.85502,300
18,100,8.8979,300
19,100,8.90548,300
20,100,0,293.829
21,100,5.79898,300
22,100,9.62213,300
23,100,9.17537,300
24,100,9.59479,300
