node_id,lifetime
0,300.0
1,207.8428
2,246.9705
3,278.2927
4,297.7555
5,207.8928
6,218.7643
7,231.9275
8,254.1174
9,295.9238
10,240.6066
11,268.3285
12,272.2141
13,268.3803
14,287.574
15,274.7979
16,293.1662
17,290.2278
18,298.8531
19,297.2275
20,299.7163
21,300.0
22,300.0
23,300.0
24,300.0
