num_app_nodes,total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
1,703439.2,24878.62,1366.3,0.5597297,3.6,0.00948553,7.0,2500.0,0.0,325.9533
2,1415172.8,44652.6,2743.8,0.56202386,4.05,0.010685088,18.7,2500.0,0.0,320.3259
3,2004382.4,57666.67,3883.4,0.530302,4.199999,0.010869789,18.7,2500.0,0.0,316.697
4,2537735.2,75264.5,4917.3,0.5036153,4.344643,0.01116239,17.4,2500.0,0.0,312.4904
5,3153877.6,96577.0,6105.1,0.500213,4.204444,0.010654093,30.2,2500.0,0.0,309.0551
6,3692848.8,116933.46,7138.2,0.4873823,4.224999,0.010581052,47.0,2500.0,0.0,305.2728
7,4264982.4,136292.09,8232.2,0.4817816,4.195238,0.010614666,61.4,2500.0,0.0,301.9415
8,4711177.6,155993.32,9099.7,0.4659822,4.059135,0.010141784,58.0,2500.0,0.0,301.1292
9,5268329.6,177961.15,10178.7,0.463321,3.982222,0.009961773,50.6,2500.0,0.0,298.3096
10,5823734.4,201614.7,11225.7,0.4598813,4.010294,0.010073965,94.9,2500.0,0.0,295.1549
11,6226404.0,217295.2,11990.0,0.4465383,4.119986,0.010303486,109.4,2500.0,0.0,293.1825
12,6619956.0,234430.0,12747.9,0.4352006,4.171444,0.010435435,124.7,2500.0,0.0,289.9909
13,7046488.8,250367.4,13571.6,0.427681,4.202153,0.010456636,117.8,2500.0,0.0,288.6629
14,7523483.2,273429.5,14486.2,0.4238953,4.108863,0.010156418,149.6,2500.0,0.0,286.7615
15,8003085.6,292328.2,15385.8,0.4202049,4.118311,0.010329603,161.8,2500.0,0.0,285.4381
16,8395024.8,312634.5,16156.5,0.4136753,4.141633,0.010482698,178.2,2500.0,0.0,284.8852
17,8804413.6,328156.6,16910.8,0.4075186,4.162413,0.010659947,182.5,2500.0,0.0,283.9854
18,9228598.22222,345654.333333,17725.7777778,0.403426888889,4.21273666667,0.0107264366667,163.777777778,2500.0,0.0,283.193444444
19,9471409.6,363444.7,18209.4,0.3926217,4.143233,0.010461876,171.5,2500.0,0.0,281.781
20,9710461.6,378647.4,18662.6,0.3822736,4.108515,0.010390037,164.9,2500.0,0.0,281.8444
21,10214615.2,406271.1,19642.8,0.3831919,4.098148,0.010311565,202.5,2500.0,0.0,280.6095
22,10590606.4,428081.4,20334.1,0.3786469,4.11864,0.010431452,238.6,2500.0,0.0,278.005
23,11250128.0,457420.7,21592.1,0.3845914,4.166784,0.010428502,255.6,2500.0,0.0,277.1123
24,11816026.4,482931.3,22681.6,0.3871637,4.134313,0.010165395,241.6,2500.0,0.0,274.9449
