node_id,lifetime
0,300.0
1,220.165
2,267.439
3,285.6679
4,297.7742
5,228.651
6,233.8059
7,250.8119
8,270.9489
9,296.5217
10,267.7515
11,279.156
12,291.1607
13,278.8768
14,294.7017
15,293.9878
16,290.1817
17,298.2862
18,291.0877
19,294.82
20,298.0904
21,299.2019
22,299.288
23,296.2055
24,299.6239
