node_id,initial_energy,remaining_energy,lifetime
0,100,7.42563,300
1,100,0,229.198
2,100,3.54421,300
3,100,1.98343,300
4,100,9.71962,300
5,100,0,222.457
6,100,0,251.76
7,100,1.10278,300
8,100,7.01981,300
9,100,9.12677,300
10,100,0,226.429
11,100,1.72223,300
12,100,6.66587,300
13,100,9.01377,300
14,100,9.44759,300
15,100,0,266.598
16,100,8.79726,300
17,100,9.19528,300
18,100,9.01462,300
19,100,9.22091,300
20,100,0,299.948
21,100,9.00202,300
22,100,9.64845,300
23,100,9.59745,300
24,100,9.86023,300
