node_id,initial_energy,remaining_energy,lifetime
0,100,7.29598,300
1,100,0,217.217
2,100,0,271.923
3,100,0,274.011
4,100,1.95718,300
5,100,0,216.985
6,100,0,264.338
7,100,7.21096,300
8,100,8.14586,300
9,100,8.47204,300
10,100,0,249.73
11,100,0,290.122
12,100,4.85607,300
13,100,9.18884,300
14,100,8.86483,300
15,100,0,273.711
16,100,2.11666,300
17,100,9.17699,300
18,100,9.19936,300
19,100,8.70265,300
20,100,0.00527409,300
21,100,6.78993,300
22,100,9.60205,300
23,100,9.66482,300
24,100,9.65545,300
