node_id,lifetime
0,300.0
1,294.459444444
2,298.243888889
3,300.0
4,300.0
5,288.372555556
6,294.460888889
7,296.158333333
8,298.280333333
9,300.0
10,294.667222222
11,292.519555556
12,294.830555556
13,298.283222222
14,300.0
15,300.0
16,298.081222222
17,296.384222222
18,300.0
19,300.0
20,300.0
21,300.0
22,296.842
23,300.0
24,300.0
