total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
7579501.33333,260908.444444,14700.0,0.547465666667,4.19192,0.0105453555556,5.0,2500.0,0.0,278.387333333
