node_id,initial_energy,remaining_energy,lifetime
0,100,7.65931,300
1,100,0,246.939
2,100,9.65049,300
3,100,9.64226,300
4,100,9.84227,300
5,100,0,227.72
6,100,0,252.042
7,100,2.03363,300
8,100,9.17183,300
9,100,9.21603,300
10,100,0,238.33
11,100,1.22675,300
12,100,8.13345,300
13,100,9.17193,300
14,100,9.53054,300
15,100,0,275.575
16,100,8.18329,300
17,100,9.16247,300
18,100,9.18307,300
19,100,9.20772,300
20,100,1.35797,300
21,100,9.04909,300
22,100,9.64662,300
23,100,9.69238,300
24,100,9.86023,300
