total_bytes_received,throughput_(bps),no_of_received_packets,packet_delivery_ratio,mean_hop_count,mean_delay_(s),l3_drop_packets,total_initial_energy,total_remaining_energy,average_lifetime
5900183.2,157338.2,11362.4,0.620557,4.004412,0.010103004,101.0,2500.0,92.20389,282.8792
