node_id,initial_energy,remaining_energy,lifetime
0,100,7.55827,300
1,100,0,242.991
2,100,9.50244,300
3,100,9.46802,300
4,100,9.68532,300
5,100,0,225.882
6,100,0,246.38
7,100,1.30363,300
8,100,8.94015,300
9,100,9.07716,300
10,100,0,233.194
11,100,0,298.859
12,100,8.13952,300
13,100,9.01924,300
14,100,9.46213,300
15,100,0,271.312
16,100,8.58306,300
17,100,9.06015,300
18,100,9.00584,300
19,100,9.12193,300
20,100,0.979711,300
21,100,9.02142,300
22,100,9.5683,300
23,100,9.58774,300
24,100,9.84291,300
