node_id,initial_energy,remaining_energy
0,10000,11661.4
1,10000,11661.4
2,10000,11661.4
3,10000,11661.4
4,10000,11661.4
5,10000,11661.4
6,10000,11661.4
7,10000,11661.4
8,10000,11661.4
9,10000,11661.4
10,10000,11661.4
11,10000,11661.4
12,10000,11661.4
13,10000,11661.4
14,10000,11661.4
15,10000,11661.4
16,10000,11661.4
17,10000,11661.4
18,10000,11661.4
19,10000,11661.4
20,10000,11661.4
21,10000,11661.4
22,10000,11661.4
23,10000,11661.4
24,10000,11661.4
