node_id,initial_energy,remaining_energy,lifetime
0,100,9.05825,300
1,100,1.61678,300
2,100,7.81015,300
3,100,8.35317,300
4,100,8.93813,300
5,100,3.07222,300
6,100,0,287.876
7,100,0,288.187
8,100,0,249.693
9,100,0,294.111
10,100,9.62588,300
11,100,8.9032,300
12,100,8.51189,300
13,100,0,255.662
14,100,9.42011,300
15,100,9.18728,300
16,100,9.16059,300
17,100,8.91412,300
18,100,9.06161,300
19,100,9.18122,300
20,100,9.85613,300
21,100,9.73133,300
22,100,9.7294,300
23,100,9.71785,300
24,100,9.83449,300
