node_id,initial_energy,remaining_energy,lifetime
0,100,9.21946,300
1,100,0,288.729
2,100,0,289.108
3,100,0,290.009
4,100,0,291.973
5,100,9.01866,300
6,100,8.2559,300
7,100,8.22621,300
8,100,8.69027,300
9,100,8.5447,300
10,100,9.63064,300
11,100,8.44754,300
12,100,8.58217,300
13,100,9.10481,300
14,100,9.12531,300
15,100,9.66586,300
16,100,8.9583,300
17,100,9.01346,300
18,100,9.16544,300
19,100,9.05061,300
20,100,9.87418,300
21,100,9.17906,300
22,100,9.6269,300
23,100,9.66332,300
24,100,9.74814,300
