node_id,initial_energy,remaining_energy,lifetime
0,100,9.15613,300
1,100,5.31085,300
2,100,9.64214,300
3,100,9.67684,300
4,100,9.85357,300
5,100,0,283.072
6,100,3.38638,300
7,100,7.46314,300
8,100,9.16575,300
9,100,9.16465,300
10,100,8.80344,300
11,100,7.71169,300
12,100,8.84395,300
13,100,9.15559,300
14,100,9.52494,300
15,100,9.72625,300
16,100,9.16321,300
17,100,9.15785,300
18,100,9.15994,300
19,100,9.18379,300
20,100,9.853,300
21,100,9.18647,300
22,100,9.63476,300
23,100,9.68288,300
24,100,9.8594,300
