node_id,initial_energy,remaining_energy,lifetime
0,100,8.22937,300
1,100,0,238.672
2,100,4.8432,300
3,100,4.83355,300
4,100,5.0286,300
5,100,0,237.626
6,100,0,267.115
7,100,1.31331,300
8,100,4.20711,300
9,100,4.3295,300
10,100,0,291.87
11,100,8.93817,300
12,100,4.17852,300
13,100,6.63895,300
14,100,7.02895,300
15,100,9.70512,300
16,100,9.18314,300
17,100,4.27706,300
18,100,6.76454,300
19,100,6.67292,300
20,100,9.87331,300
21,100,9.21589,300
22,100,7.26052,300
23,100,9.68183,300
24,100,7.45786,300
