Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
1,298.0853,290.8205,272.9885,263.026,249.7929,245.689777778,235.7595,227.0436,220.165,217.4172,211.9009,209.3891,206.7616,203.6861,198.698,197.0059,196.4864,197.5768,196.459,191.7901,191.171,191.6101,189.2562,188.5424
2,300.0,297.5932,291.7942,282.4394,280.745,279.559222222,275.5243,271.7436,267.439,263.7737,259.2647,251.7814,250.6089,248.4911,240.2691,240.9324,234.7794,231.9958,231.8491,232.4962,230.6837,230.3221,221.8976,215.7344
3,300.0,298.4707,296.3053,294.7029,295.1298,293.106444444,291.3701,288.5422,285.6679,285.6605,281.1839,278.278,278.0197,277.595,272.6268,272.3366,265.6813,265.547,263.2735,264.1268,263.564,261.0136,254.3546,250.9097
4,300.0,298.6081,297.7051,296.1377,297.0099,296.140333333,297.292,297.2844,297.7742,298.54,298.9492,299.3525,298.9006,298.4625,297.3924,296.9422,293.3663,291.4255,288.2396,289.6231,290.0698,287.8226,284.8143,284.5829
5,295.8402,284.557,271.0817,262.5248,252.1751,245.894777778,239.6192,235.1492,228.651,223.7579,220.5987,217.7353,218.2017,216.2682,213.9589,208.6426,206.643,206.1225,201.7307,199.9004,195.8867,193.5472,193.5004,193.8022
6,291.3532,286.6956,279.5721,273.818,263.0353,251.915444444,244.0225,237.6887,233.8059,226.0216,221.0658,216.524,214.3971,214.3366,211.1208,212.4435,210.9867,210.3364,208.8041,204.8966,204.9458,202.1811,201.6752,203.4991
7,292.1365,285.0659,283.4514,277.793,276.8762,273.599444444,258.6198,255.0029,250.8119,244.301,233.7668,228.3693,224.089,221.9917,217.9567,217.168,215.6866,214.2645,212.5626,216.4317,212.3446,208.1084,207.4068,207.975
8,296.7522,289.2801,286.6816,285.2829,286.9908,283.997444444,274.4708,273.2255,270.9489,265.1317,254.5177,252.776,247.6654,248.9525,245.8473,238.2154,235.6433,228.0017,227.2619,229.2877,230.5994,225.439,220.5321,222.1371
9,300.0,297.8425,298.6886,299.142,299.305,299.332,295.043,295.6605,296.5217,296.362,296.3604,296.545,291.6044,291.3874,289.7174,289.6965,290.0204,289.0447,288.2118,288.4425,286.5542,286.259,282.5154,283.3394
