node_id,lifetime
0,324.1794
1,230.0196
2,279.4055
3,305.0644
4,317.8853
5,240.6133
6,242.7433
7,271.4534
8,291.5962
9,316.9437
10,274.366
11,288.0891
12,302.7494
13,305.2312
14,321.8032
15,304.3452
16,311.2912
17,316.1782
18,321.9248
19,325.2876
20,316.8918
21,322.7255
22,320.2861
23,326.9508
24,329.1282
