node_id,lifetime
0,322.8102
1,214.6646
2,261.1816
3,297.2289
4,318.2933
5,221.1831
6,227.0588
7,247.6582
8,277.9751
9,317.993
10,255.2337
11,274.2037
12,288.2972
13,295.1281
14,312.5568
15,288.8772
16,306.0952
17,309.8103
18,315.9009
19,319.7912
20,309.4897
21,322.516
22,321.0524
23,326.1764
24,329.4919
