node_id,initial_energy,remaining_energy,lifetime
0,100,7.51724,300
1,100,0,231.759
2,100,5.99084,300
3,100,4.2803,300
4,100,9.12127,300
5,100,0,227.634
6,100,0,242.903
7,100,0.879638,300
8,100,7.47148,300
9,100,8.91466,300
10,100,0,237.949
11,100,0,298.318
12,100,6.66084,300
13,100,9.18648,300
14,100,9.54563,300
15,100,0,278.277
16,100,9.00758,300
17,100,9.18557,300
18,100,9.19052,300
19,100,9.21048,300
20,100,2.02471,300
21,100,9.06353,300
22,100,9.64786,300
23,100,9.67779,300
24,100,9.8598,300
