Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,331.0495,329.6357,328.5394,327.7669,326.7558,326.1601,325.3453,325.037,324.3912,323.7994,323.4986,323.204,322.8976,322.632,322.4605,322.3987,322.3159,322.226222222,322.1678,321.9911,322.2384,321.7908,321.5805,321.5583
1,314.859,299.5589,284.2003,274.2825,260.4588,254.5674,247.8193,237.2503,228.8411,223.628,221.1454,217.2423,216.1845,212.1058,208.9803,208.3576,208.1652,209.319666667,207.422,202.0499,200.0813,197.3201,195.5088,194.4368
2,330.9057,322.1869,312.9791,301.8092,296.6394,293.4895,289.448,286.6755,281.2057,273.3407,272.1658,264.7509,264.3051,260.0348,253.8442,252.3141,250.6117,248.591777778,248.7681,248.4809,247.8951,241.5344,233.9739,229.8775
3,331.4776,323.1816,318.4277,311.8676,312.1741,309.2034,306.3622,303.6049,301.6535,300.1686,297.2637,294.7459,293.0994,293.3843,290.6242,289.1379,286.1497,284.802444444,283.8758,279.9668,279.6927,272.7586,264.9094,264.1465
4,332.777,327.8548,325.5881,318.0239,319.4267,315.6776,314.1063,314.569,314.9473,315.3797,315.1598,316.5239,316.0417,313.8405,313.1944,313.439,310.4699,313.157111111,312.3232,311.1622,309.7521,301.3468,292.5544,293.5891
5,307.5886,292.8474,281.2832,273.1431,264.7802,257.3777,249.5722,246.1793,239.1238,233.3369,232.3202,228.9076,227.9679,223.0534,221.637,214.7285,214.1082,213.865,207.0847,205.5007,201.1849,199.074,198.24,197.4364
6,309.0407,297.3575,287.9917,283.0416,272.7014,261.6135,253.4936,250.0829,244.3944,234.5723,231.1478,225.6827,222.7191,221.3717,219.0783,220.185,221.6727,220.878222222,216.3692,213.2136,211.5231,209.369,207.7461,208.6034
7,317.3607,304.4238,304.2252,295.287,294.0294,283.8731,268.6878,268.5924,264.5157,257.2283,253.6547,246.6616,242.869,235.9837,234.2837,235.0425,235.4513,239.316555556,232.815,234.9777,233.9432,229.2708,229.3687,226.1334
8,326.0519,312.0135,309.8444,307.6063,307.9494,299.582,289.6462,286.4444,288.4527,280.1972,275.7236,273.623,269.6589,266.2137,268.0357,266.5649,266.6956,258.919666667,256.1788,262.2975,260.6918,258.2976,256.8133,253.8713
9,331.0538,324.0804,326.015,324.394,326.6021,324.4413,315.7397,315.5577,317.3113,314.6339,315.0006,316.9952,314.0482,314.1732,313.5879,314.9494,312.806,313.022,312.9272,310.2861,306.4671,302.1005,296.0721,298.2791
10,322.911,316.8425,313.5039,304.5369,296.7009,289.0177,284.9074,284.3978,271.5486,269.562,267.5753,262.6143,256.0384,256.9681,250.1822,248.3955,243.5494,243.733222222,241.0484,239.1506,237.1459,234.8193,236.0969,233.406
11,317.9664,313.9994,304.0704,299.6625,290.4398,291.8076,290.6888,289.7213,286.7095,286.048,278.975,272.3954,270.3663,269.2699,265.3562,266.9708,268.4873,267.463222222,267.0425,269.7891,268.4608,263.7888,267.0473,260.3535
12,320.3899,316.7379,316.6005,310.9925,307.2492,302.4702,302.9011,304.2368,301.284,296.1986,290.2827,286.7176,283.4671,282.8293,281.1007,279.8534,279.9823,283.48,277.6618,276.5511,278.6748,272.0771,274.9384,266.765
13,326.8221,318.2302,313.9204,313.1134,312.6766,305.0441,301.4037,302.3663,304.5427,296.5426,295.6576,291.0703,290.8105,289.4082,292.1148,289.4199,284.525,276.669555556,276.6967,281.4995,280.2522,273.8617,280.1287,274.7398
14,331.8544,331.6364,328.738,328.9295,324.6953,321.7492,319.056,320.5922,321.0407,314.4961,314.2471,306.4,309.2143,306.6666,305.4444,307.6427,308.2274,304.599888889,310.2349,309.7744,304.0309,302.3261,304.0858,303.5606
15,331.433,331.4698,326.9278,319.6809,317.2601,313.513,310.7908,310.9634,303.0397,301.1888,301.0851,296.756,288.9106,284.3492,282.0064,282.733,280.9287,279.065,275.9294,276.3236,271.5908,272.6139,273.1783,272.9639
16,324.2782,320.7234,315.685,311.3801,306.9132,307.772,306.2927,303.8055,304.5415,306.0512,306.1951,303.4106,302.1344,301.404,300.7966,300.4454,298.7578,298.204222222,299.6023,299.0905,296.2937,296.1162,295.374,287.471
17,324.8816,322.8019,323.0193,322.8548,318.74,319.2914,320.125,320.243,315.7142,312.0787,302.6981,298.9818,299.5922,299.8602,299.3923,297.1616,298.3768,299.612333333,296.9191,297.4753,296.9379,298.4165,302.0725,293.6216
18,330.2202,324.5662,323.3047,322.2929,323.2773,319.5239,317.2918,317.0347,317.7648,315.1124,316.4001,315.8983,315.9661,315.1416,314.07,310.9912,308.8237,306.012333333,305.4914,308.6103,309.256,305.4331,301.7915,301.5525
