node_id,initial_energy,remaining_energy,lifetime
0,100,8.97082,300
1,100,2.68414,300
2,100,9.36518,300
3,100,9.20089,300
4,100,9.86407,300
5,100,0,288.186
6,100,0.220832,300
7,100,5.59149,300
8,100,8.21824,300
9,100,9.6874,300
10,100,0,294.072
11,100,4.54168,300
12,100,4.76562,300
13,100,8.22911,300
14,100,9.64911,300
15,100,0,284.784
16,100,5.51856,300
17,100,8.57878,300
18,100,9.04951,300
19,100,9.18847,300
20,100,9.85269,300
21,100,9.71161,300
22,100,9.69284,300
23,100,9.50274,300
24,100,9.77222,300
