node_id,initial_energy,remaining_energy,lifetime
0,100,8.80985,300
1,100,4.06471,300
2,100,9.0973,300
3,100,8.79228,300
4,100,9.43046,300
5,100,0,272.885
6,100,0,299.08
7,100,0,294.421
8,100,8.90195,300
9,100,8.91146,300
10,100,8.17771,300
11,100,7.04326,300
12,100,0.520396,300
13,100,9.11611,300
14,100,9.64609,300
15,100,9.17898,300
16,100,7.29249,300
17,100,2.4576,300
18,100,9.10437,300
19,100,9.67921,300
20,100,9.85775,300
21,100,9.59527,300
22,100,3.11888,300
23,100,9.12199,300
24,100,9.85701,300
