node_id,lifetime
0,321.5805
1,195.5088
2,233.9739
3,264.9094
4,292.5544
5,198.24
6,207.7461
7,229.3687
8,256.8133
9,296.0721
10,236.0969
11,267.0473
12,274.9384
13,280.1287
14,304.0858
15,273.1783
16,295.374
17,302.0725
18,301.7915
19,316.8814
20,303.406
21,314.9289
22,315.4793
23,319.7217
24,325.9094
