Node_id\/--num_app_nodes->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,331.59225,330.083,329.016,328.2583,327.6153,326.7799,325.6604,325.6391,324.6653,324.3024,323.8008,323.3115,323.3658,323.0894,322.789666667,322.9994,322.5123,322.2544,322.2586,322.3199,322.0412,321.6768,321.2207,321.6557
1,317.736125,304.536333333,289.9098,281.2048,271.5705,263.5032,253.3826,244.8329,234.0774,230.3715,225.1686,221.9535,221.9223,219.0566,215.951111111,215.032,212.6751,212.4042,210.3331,205.2038,203.5954,200.9291,197.4149,198.5941
2,331.01675,326.043222222,315.1996,306.1921,301.6481,297.7249,291.4731,289.917,285.822,279.1637,275.3568,268.726,268.9274,266.4096,259.325222222,262.4125,257.8052,256.5405,254.3578,253.3494,253.4778,250.0767,239.8824,239.0458
3,331.2885,327.324,320.7948,317.0496,317.6128,314.0131,309.09,305.0283,307.2794,305.2308,300.5761,298.2401,298.3974,299.1118,295.524888889,296.2717,295.4052,291.4391,290.4535,287.7951,288.0542,282.4832,273.538,275.6618
4,332.785375,328.726,325.0095,321.5441,322.4585,317.017,316.0637,314.7313,321.213,319.6044,318.2872,319.1206,319.948,317.8641,317.093444444,316.2966,318.355,316.9342,317.5293,312.1393,313.5188,307.5809,300.3948,304.1055
5,316.5415,299.822,285.2661,277.5794,271.6921,263.6003,254.5023,253.5121,243.3636,239.2137,236.4572,232.6902,234.2161,228.5797,228.91,221.9116,218.1332,215.8147,210.4694,209.9425,203.5429,201.6052,199.4583,199.7029
6,317.2455,300.308444444,292.1876,287.9867,283.177,269.7818,259.4207,258.1559,249.5752,240.8166,235.3832,229.2256,228.6767,228.0907,228.207444444,228.4439,224.2813,220.8764,220.4639,217.0669,213.073,211.5726,208.9891,211.2751
7,321.76325,310.593222222,309.9508,300.2919,306.8089,294.6361,275.2548,277.0211,272.4973,267.3957,263.6222,256.8302,257.317,249.6105,255.197666667,253.4232,244.8658,244.5675,243.6923,247.433,240.6574,234.7979,231.7331,235.776
8,329.44325,316.923333333,317.2311,314.2808,312.4435,311.4427,296.7546,297.3971,291.2268,287.9402,283.8823,280.0123,282.9581,286.6019,283.421333333,286.8732,281.5635,273.9098,272.0633,275.6691,269.8655,268.8449,257.0174,266.0683
9,331.2285,324.775666667,324.6471,325.3518,326.8677,325.1253,317.7464,319.1891,321.3779,317.6732,319.0174,318.8704,318.1531,317.0336,317.778222222,316.9768,318.476,317.2462,318.353,312.4265,309.2044,307.6664,302.417,307.5009
10,321.4965,316.361,315.2454,305.5412,299.4725,291.4971,288.835,289.7997,277.4812,272.4634,271.6276,269.4325,263.7641,262.0905,255.312333333,255.9856,249.6063,249.2978,247.5647,243.3035,242.6029,239.8179,239.8159,237.7084
11,320.654,313.600777778,305.5295,301.1894,293.2219,295.3984,292.9913,294.2448,289.4646,287.2739,277.1737,274.7697,273.7111,276.6581,271.067666667,280.3936,273.5219,272.6106,271.1823,274.8331,271.3008,271.0721,268.5412,261.8071
12,322.553,318.617333333,319.392,312.1378,313.5618,307.1044,304.5325,305.9183,305.1058,303.3021,292.8393,291.4524,292.0404,289.6054,294.308,291.8588,288.6643,285.9762,283.2655,287.507,286.6944,277.8115,279.353,274.7329
13,329.613,320.407222222,320.1941,318.8555,314.9884,315.9063,310.221,311.7706,303.8738,305.6066,300.6294,296.7762,306.8722,309.5494,303.943222222,308.7372,301.3224,293.5098,293.7264,297.0469,294.2843,287.3235,277.4448,286.6069
14,331.91075,330.806222222,331.2922,330.0703,329.8314,329.3397,323.5056,322.5388,321.4621,322.6741,317.9079,313.5059,315.7749,314.9492,315.545666667,320.6013,316.6654,315.1776,318.3032,317.5055,315.6301,308.681,306.3384,309.6707
15,331.0655,331.519222222,326.7951,320.1822,318.2104,314.602,312.3689,312.4245,305.8806,302.8471,303.3587,300.0526,294.2108,288.9074,284.200777778,287.7287,285.0997,285.3737,280.7402,280.346,276.5418,277.7871,278.601,276.6032
16,322.417,320.463444444,316.5888,313.0415,310.4775,311.9352,308.792,309.3462,307.6349,307.3625,307.2475,305.6603,304.3323,304.0433,301.231444444,304.247,301.5005,300.7104,299.5897,301.7771,297.4735,299.2623,296.9138,288.7392
17,324.6185,322.762777778,323.834,324.0389,324.3214,322.6792,322.0892,321.3494,318.6283,317.257,304.3857,301.7205,306.1086,304.8612,307.993777778,306.9989,301.2562,302.7943,302.31,306.5196,305.5725,301.7975,303.8685,300.8633
18,330.192125,330.165888889,326.0815,325.6755,325.6426,323.3088,323.6137,326.2101,321.1628,322.5537,320.6794,320.0245,323.8335,323.2719,319.363444444,319.7864,317.0531,312.7342,313.4916,313.4907,314.3296,310.5866,304.1798,310.1221
19,330.793,330.477444444,330.6044,329.9186,329.6977,327.2939,325.465,326.1579,323.4102,326.6376,325.7641,322.1306,321.6533,320.6449,321.492777778,323.7658,320.8332,321.1431,323.8111,322.7136,322.6175,321.8419,318.3792,320.2344
20,332.775125,332.777222222,332.7805,324.495,321.5557,317.7561,314.6962,314.8821,315.1419,315.8619,316.1401,313.6437,311.3532,308.4156,309.079444444,309.8403,309.8045,309.7163,304.3145,304.5793,305.8636,306.039,305.9978,305.4868
21,330.9605,326.077111111,327.7944,327.1881,324.4979,322.5566,321.0108,324.6944,321.4668,321.9987,321.9538,320.1026,319.5244,318.8032,317.181666667,319.5122,317.0636,317.0144,316.5693,318.1256,314.6782,315.894,315.9197,312.3424
22,326.730125,325.509,326.3919,326.3161,327.1,325.8602,325.2838,324.9061,322.174,320.7289,313.9541,314.9328,318.8535,315.2163,319.063444444,318.1924,315.6524,316.6728,315.2878,318.3343,316.6408,315.1526,316.7402,317.8733
23,331.690125,331.631111111,331.3898,330.6129,330.3098,330.2621,329.3814,330.6641,327.1858,327.352,325.3599,327.2436,328.5919,327.8123,327.39,325.3758,324.1631,323.2236,324.723,327.6433,326.3217,323.8875,324.4585,325.5728
24,332.7995,332.720111111,332.6056,332.648,332.5562,331.8119,331.1203,332.4055,331.0501,329.6804,328.1966,329.2698,330.4992,330.5778,332.412444444,329.4654,327.8261,328.1298,329.277,329.9707,329.7312,326.242,328.3078,329.1625
