node_id,initial_energy,remaining_energy
0,10000,11676
1,10000,11676
2,10000,11676
3,10000,11676
4,10000,11676
5,10000,11676
6,10000,11676
7,10000,11676
8,10000,11676
9,10000,11676
10,10000,11676
11,10000,11676
12,10000,11676
13,10000,11676
14,10000,11676
15,10000,11676
16,10000,11676
17,10000,11676
18,10000,11676
19,10000,11676
20,10000,11676
21,10000,11676
22,10000,11676
23,10000,11676
24,10000,11676
