node_id,initial_energy,remaining_energy
0,10000,11655
1,10000,11655
2,10000,11655
3,10000,11655
4,10000,11655
5,10000,11655
6,10000,11655
7,10000,11655
8,10000,11655
9,10000,11655
10,10000,11655
11,10000,11655
12,10000,11655
13,10000,11655
14,10000,11655
15,10000,11655
16,10000,11655
17,10000,11655
18,10000,11655
19,10000,11655
20,10000,11655
21,10000,11655
22,10000,11655
23,10000,11655
24,10000,11655
