node_id,initial_energy,remaining_energy,lifetime
0,100,9.26386,300
1,100,2.68219,300
2,100,8.32041,300
3,100,9.74103,300
4,100,9.85994,300
5,100,2.98672,300
6,100,0,286.828
7,100,7.62343,300
8,100,9.11834,300
9,100,9.18569,300
10,100,9.60365,300
11,100,0,288.641
12,100,9.01947,300
13,100,9.13852,300
14,100,9.50241,300
15,100,9.69188,300
16,100,9.12201,300
17,100,9.13033,300
18,100,9.16579,300
19,100,9.18006,300
20,100,9.85981,300
21,100,9.18606,300
22,100,9.62827,300
23,100,9.67615,300
24,100,9.8592,300
