node_id,initial_energy,remaining_energy,lifetime
0,100,9.24875,300
1,100,4.2621,300
2,100,9.72972,300
3,100,9.71943,300
4,100,9.84654,300
5,100,1.85676,300
6,100,0,294.218
7,100,0,282.108
8,100,9.16778,300
9,100,9.19032,300
10,100,6.61051,300
11,100,5.00072,300
12,100,0,284.222
13,100,8.91275,300
14,100,9.6267,300
15,100,9.18584,300
16,100,4.99226,300
17,100,0,287.592
18,100,9.06678,300
19,100,9.6694,300
20,100,9.85775,300
21,100,9.45067,300
22,100,0,290.42
23,100,9.10621,300
24,100,9.85682,300
