node_id,initial_energy,remaining_energy,lifetime
0,100,8.83198,300
1,100,5.02785,300
2,100,9.62667,300
3,100,9.68094,300
4,100,9.85725,300
5,100,0,272.868
6,100,1.38698,300
7,100,1.441,300
8,100,1.72315,300
9,100,9.18576,300
10,100,9.72195,300
11,100,8.80817,300
12,100,1.38125,300
13,100,1.41582,300
14,100,9.51896,300
15,100,9.74856,300
16,100,9.14414,300
17,100,1.43782,300
18,100,1.7542,300
19,100,9.19036,300
20,100,9.85725,300
21,100,9.17654,300
22,100,2.24759,300
23,100,9.68385,300
24,100,9.86493,300
