node_id,initial_energy,remaining_energy,lifetime
0,100,8.04383,300
1,100,0,251.912
2,100,9.64684,300
3,100,9.64596,300
4,100,9.81951,300
5,100,0,235.72
6,100,0,264.585
7,100,4.51301,300
8,100,9.16092,300
9,100,9.17501,300
10,100,0,265.701
11,100,1.91857,300
12,100,8.39452,300
13,100,9.16795,300
14,100,9.54074,300
15,100,1.94239,300
16,100,9.01849,300
17,100,9.15827,300
18,100,9.18556,300
19,100,9.20198,300
20,100,2.44034,300
21,100,9.04111,300
22,100,9.65643,300
23,100,9.68839,300
24,100,9.86048,300
