node_id,initial_energy,remaining_energy,lifetime
0,100,7.53014,300
1,100,0,228.456
2,100,5.43868,300
3,100,3.93551,300
4,100,8.88471,300
5,100,0,223.84
6,100,0,252.019
7,100,2.01093,300
8,100,7.57952,300
9,100,8.49514,300
10,100,0,233.966
11,100,1.85687,300
12,100,6.35438,300
13,100,9.1855,300
14,100,9.54068,300
15,100,0,274.118
16,100,9.07039,300
17,100,9.17501,300
18,100,9.19522,300
19,100,9.21921,300
20,100,1.5351,300
21,100,9.12076,300
22,100,9.65312,300
23,100,9.66303,300
24,100,9.85774,300
