node_id,lifetime
0,300.0
1,207.6771
2,244.2439
3,273.8519
4,297.5464
5,213.0451
6,219.861
7,228.3132
8,256.8367
9,296.1217
10,243.6976
11,268.5482
12,273.7747
13,274.5826
14,290.9248
15,280.3009
16,292.3399
17,288.1342
18,297.2532
19,298.1457
20,299.4884
21,300.0
22,300.0
23,300.0
24,300.0
