node_id,lifetime
0,322.045
1,197.9661
2,246.0592
3,277.624
4,306.2885
5,200.8408
6,209.9449
7,231.5536
8,258.9604
9,302.8162
10,236.7835
11,268.0683
12,278.9292
13,278.4997
14,301.8603
15,271.5313
16,296.8457
17,300.8185
18,308.2762
19,316.891
20,302.6233
21,314.1302
22,315.2272
23,323.3136
24,326.8554
