node_id,initial_energy,remaining_energy,lifetime
0,100,9.25517,300
1,100,0,287.707
2,100,0,290.103
3,100,0,290.675
4,100,0,292.142
5,100,9.05138,300
6,100,8.29047,300
7,100,8.26531,300
8,100,8.41003,300
9,100,8.92175,300
10,100,9.64121,300
11,100,8.88932,300
12,100,8.76604,300
13,100,8.6638,300
14,100,9.52581,300
15,100,9.67635,300
16,100,9.16439,300
17,100,9.15516,300
18,100,8.82584,300
19,100,9.18361,300
20,100,9.86229,300
21,100,9.18824,300
22,100,9.61783,300
23,100,9.36643,300
24,100,9.85551,300
