node_id,lifetime
0,323.0075
1,217.4817
2,264.3392
3,293.5263
4,315.9559
5,227.7732
6,224.857
7,246.0933
8,271.576
9,315.0701
10,256.9766
11,271.2649
12,286.4333
13,294.2883
14,312.5453
15,289.4517
16,302.4589
17,302.1197
18,316.7787
19,318.4902
20,308.2327
21,318.4416
22,315.3809
23,324.4156
24,327.4868
