node_id,initial_energy,remaining_energy,lifetime
0,100,8.34664,300
1,100,0,262.311
2,100,8.86812,300
3,100,8.88157,300
4,100,9.08545,300
5,100,0,245.808
6,100,0,273.352
7,100,3.74522,300
8,100,8.45381,300
9,100,8.4422,300
10,100,0,287.525
11,100,6.40018,300
12,100,6.05205,300
13,100,8.76218,300
14,100,9.1886,300
15,100,9.73077,300
16,100,9.16926,300
17,100,8.43566,300
18,100,8.79679,300
19,100,8.86371,300
20,100,9.8709,300
21,100,9.22441,300
22,100,9.24942,300
23,100,9.69249,300
24,100,9.54387,300
