node_id,initial_energy,remaining_energy,lifetime
0,100,7.73839,300
1,100,0,235.393
2,100,0,291.739
3,100,0,292.096
4,100,0,293.876
5,100,0,259.699
6,100,0,264.192
7,100,6.28007,300
8,100,8.38773,300
9,100,9.03723,300
10,100,1.58127,300
11,100,0.388718,300
12,100,6.20184,300
13,100,8.67547,300
14,100,9.51559,300
15,100,0.540617,300
16,100,4.02326,300
17,100,9.15565,300
18,100,8.85719,300
19,100,9.19732,300
20,100,0,290.946
21,100,5.17536,300
22,100,9.62999,300
23,100,9.67657,300
24,100,9.85551,300
